level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	3600	2160	-1	
2	1	1	0	0	0	490	48	2622	7	-1	
3	1	1	1	0	0	490	48	2622	7	-1	
4	1	1	1	1	0	490	48	2622	7	-1	
5	1	1	1	1	1	490	48	2622	7	95.000000	 
2	1	2	0	0	0	472	70	2587	115	-1	
3	1	2	1	0	0	472	70	2587	115	-1	
4	1	2	1	1	0	568	70	1544	46	-1	
5	1	2	1	1	1	568	72	39	42	12.964592	ro)
5	1	2	1	1	2	643	74	39	38	15.979023	|
5	1	2	1	1	3	698	77	168	34	92.409164	DigitalOcean
5	1	2	1	1	4	1119	70	23	46	0.000000	1
5	1	2	1	1	5	1157	74	4	38	54.534042	)
5	1	2	1	1	6	1177	81	215	26	91.350174	paperless-video
5	1	2	1	1	7	1404	93	9	2	90.311111	-
5	1	2	1	1	8	1426	81	112	26	90.284302	DigitalOc
5	1	2	1	1	9	1601	71	41	44	10.123901	rv)
5	1	2	1	1	10	1657	82	150	20	91.384239	Documents
5	1	2	1	1	11	1818	92	10	3	88.766006	-
5	1	2	1	1	12	1840	81	126	26	89.182480	Paperless-
5	1	2	1	1	13	2017	84	19	18	84.659874	X
5	1	2	1	1	14	2089	81	23	23	96.775688	+
4	1	2	1	2	0	472	145	2587	40	-1	
5	1	2	1	2	1	472	153	28	27	11.204367	€
5	1	2	1	2	2	619	152	29	29	51.968693	CG
5	1	2	1	2	3	686	144	27	45	88.518059	A
5	1	2	1	2	4	753	154	172	25	90.811295	NotSecure
5	1	2	1	2	5	946	148	3	37	92.816666	|
5	1	2	1	2	6	973	153	1046	31	80.338211	http://174.138.57.126/documents?sort=created&reverse=1&page=1
5	1	2	1	2	7	2846	151	31	29	32.368599	x
5	1	2	1	2	8	3022	148	37	37	95.435150	©
2	1	3	0	0	0	569	219	517	44	-1	
3	1	3	1	0	0	569	219	517	44	-1	
4	1	3	1	1	0	569	219	517	44	-1	
5	1	3	1	1	1	569	219	11	44	0.000000	Y
5	1	3	1	1	2	624	229	127	26	92.872719	Paperless
