level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	3600	2160	-1	
2	1	1	0	0	0	484	45	2659	7	-1	
3	1	1	1	0	0	484	45	2659	7	-1	
4	1	1	1	1	0	484	45	2659	7	-1	
5	1	1	1	1	1	484	45	2659	7	95.000000	 
2	1	2	0	0	0	768	94	781	25	-1	
3	1	2	1	0	0	768	94	781	25	-1	
4	1	2	1	1	0	768	94	781	25	-1	
5	1	2	1	1	1	768	94	65	25	96.027481	Find
5	1	2	1	1	2	844	94	134	25	96.155167	fertilizer
5	1	2	1	1	3	989	94	287	25	96.080635	recommendations
5	1	2	1	1	4	1286	94	25	25	92.195068	in
5	1	2	1	1	5	1322	94	177	25	88.265747	documents
5	1	2	1	1	6	1526	100	23	14	61.749081	Vv
2	1	3	0	0	0	875	273	1748	57	-1	
3	1	3	1	0	0	875	273	1748	57	-1	
4	1	3	1	1	0	875	273	1748	57	-1	
5	1	3	1	1	1	875	292	96	29	95.850327	What
5	1	3	1	1	2	981	299	56	22	95.850327	are
5	1	3	1	1	3	1050	299	50	31	96.456329	my
5	1	3	1	1	4	1111	291	152	30	96.395088	fertilizer
5	1	3	1	1	5	1275	291	345	30	96.228577	recommendations?
5	1	3	1	1	6	1632	291	122	30	96.068344	Search
5	1	3	1	1	7	1767	299	51	31	96.068344	my
5	1	3	1	1	8	1831	292	171	38	96.637527	Paperless
5	1	3	1	1	9	2013	292	48	38	96.637527	Ag
5	1	3	1	1	10	2071	292	210	29	96.595856	documents.
5	1	3	1	1	11	2485	273	138	33	0.555458	Broptoss
2	1	4	0	0	0	2268	394	24	2	-1	
3	1	4	1	0	0	2268	394	24	2	-1	
4	1	4	1	1	0	2268	394	24	2	-1	
5	1	4	1	1	1	2268	394	24	2	95.000000	 
2	1	5	0	0	0	2267	395	2	24	-1	
3	1	5	1	0	0	2267	395	2	24	-1	
4	1	5	1	1	0	2267	395	2	24	-1	
5	1	5	1	1	1	2267	395	2	24	95.000000	 
2	1	6	0	0	0	2291	395	2	24	-1	
3	1	6	1	0	0	2291	395	2	24	-1	
4	1	6	1	1	0	2291	395	2	24	-1	
5	1	6	1	1	1	2291	395	2	24	95.000000	 
2	1	7	0	0	0	2268	418	24	2	-1	
3	1	7	1	0	0	2268	418	24	2	-1	
4	1	7	1	1	0	2268	418	24	2	-1	
5	1	7	1	1	1	2268	418	24	2	95.000000	 
2	1	8	0	0	0	577	468	363	69	-1	
3	1	8	1	0	0	577	468	363	69	-1	
4	1	8	1	1	0	577	468	363	69	-1	
5	1	8	1	1	1	577	468	65	69	44.877075	Me
5	1	8	1	1	2	682	487	258	41	95.511383	Authenticating...
2	1	9	0	0	0	2485	534	462	28	-1	
3	1	9	1	0	0	2485	534	462	28	-1	
4	1	9	1	1	0	2485	534	462	28	-1	
5	1	9	1	1	1	2485	535	47	20	96.609955	See
5	1	9	1	1	2	2541	534	55	21	96.687279	task
5	1	9	1	1	3	2607	540	117	22	96.848602	progress
5	1	9	1	1	4	2733	534	36	21	96.920639	for
5	1	9	1	1	5	2779	534	82	28	96.627724	longer
5	1	9	1	1	6	2870	534	77	21	96.410728	tasks.
2	1	10	0	0	0	2484	656	234	34	-1	
3	1	10	1	0	0	2484	656	234	34	-1	
4	1	10	1	1	0	2484	656	234	34	-1	
5	1	10	1	1	1	2484	656	131	34	95.531128	Working
5	1	10	1	1	2	2624	656	94	26	96.619774	folder
2	1	11	0	0	0	2484	794	129	25	-1	
3	1	11	1	0	0	2484	794	129	25	-1	
4	1	11	1	1	0	2484	794	129	25	-1	
5	1	11	1	1	1	2484	794	129	25	96.568855	Context
2	1	12	0	0	0	2484	1031	584	61	-1	
3	1	12	1	0	0	2484	1031	584	61	-1	
4	1	12	1	1	0	2484	1031	584	21	-1	
5	1	12	1	1	1	2484	1031	69	21	96.804741	Track
5	1	12	1	1	2	2564	1031	64	21	96.804741	tools
5	1	12	1	1	3	2638	1031	46	21	96.746460	and
5	1	12	1	1	4	2695	1031	147	21	96.383675	referenced
5	1	12	1	1	5	2852	1031	55	21	96.412651	files
5	1	12	1	1	6	2917	1031	61	21	96.348709	used
5	1	12	1	1	7	2990	1031	19	21	96.942581	in
5	1	12	1	1	8	3020	1031	48	21	96.247040	this
4	1	12	1	2	0	2484	1071	62	21	-1	
5	1	12	1	2	1	2484	1071	62	21	90.111343	task.
2	1	13	0	0	0	570	1796	329	37	-1	
3	1	13	1	0	0	570	1796	329	37	-1	
4	1	13	1	1	0	570	1796	329	37	-1	
5	1	13	1	1	1	570	1796	96	28	95.204994	Write
5	1	13	1	1	2	678	1804	18	20	95.383980	a
5	1	13	1	1	3	709	1804	190	29	95.383980	message...
2	1	14	0	0	0	580	1890	230	38	-1	
3	1	14	1	0	0	580	1890	230	38	-1	
4	1	14	1	1	0	580	1890	230	38	-1	
5	1	14	1	1	1	580	1893	33	32	79.744965	+
5	1	14	1	1	2	660	1886	28	46	29.766464	@®
5	1	14	1	1	3	718	1896	92	25	83.558464	Ask
5	1	14	1	1	4	790	1886	24	46	87.178001	v
2	1	15	0	0	0	978	2016	921	28	-1	
3	1	15	1	0	0	978	2016	921	28	-1	
4	1	15	1	1	0	978	2016	921	28	-1	
5	1	15	1	1	1	978	2016	92	21	95.994034	Claude
5	1	15	1	1	2	1081	2016	18	21	95.203972	is
5	1	15	1	1	3	1108	2017	25	20	96.523994	Al
5	1	15	1	1	4	1144	2016	46	21	96.523994	and
5	1	15	1	1	5	1201	2022	44	15	96.648376	can
5	1	15	1	1	6	1257	2016	68	21	96.516243	make
5	1	15	1	1	7	1336	2016	123	21	96.336487	mistakes.
5	1	15	1	1	8	1470	2016	84	21	95.675819	Please
5	1	15	1	1	9	1564	2016	181	21	95.675819	double-check
5	1	15	1	1	10	1756	2022	143	22	96.346115	responses.
2	1	16	0	0	0	0	62	3600	2098	-1	
3	1	16	1	0	0	0	62	3600	2098	-1	
4	1	16	1	1	0	0	62	3600	2098	-1	
5	1	16	1	1	1	0	62	3600	2098	95.000000	 
