level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	3600	2160	-1	
2	1	1	0	0	0	496	45	2635	7	-1	
3	1	1	1	0	0	496	45	2635	7	-1	
4	1	1	1	1	0	496	45	2635	7	-1	
5	1	1	1	1	1	496	45	2635	7	95.000000	 
2	1	2	0	0	0	654	72	433	37	-1	
3	1	2	1	0	0	654	72	433	37	-1	
4	1	2	1	1	0	654	72	433	37	-1	
5	1	2	1	1	1	654	72	32	37	56.955887	wW
5	1	2	1	1	2	705	79	151	21	91.984497	Documents
5	1	2	1	1	3	868	90	10	3	64.594360	-
5	1	2	1	1	4	890	78	127	27	64.594360	Paperless-
5	1	2	1	1	5	1069	81	18	18	51.514202	x
2	1	3	0	0	0	707	149	1111	33	-1	
3	1	3	1	0	0	707	149	1111	33	-1	
4	1	3	1	1	0	707	149	1111	33	-1	
5	1	3	1	1	1	707	149	31	31	31.626762	@
5	1	3	1	1	2	766	151	1052	31	79.753807	http://localhost:8000/documents?sort=created&reverse=1&page=1
2	1	4	0	0	0	490	326	326	44	-1	
3	1	4	1	0	0	490	326	326	44	-1	
4	1	4	1	1	0	490	326	326	44	-1	
5	1	4	1	1	1	490	326	38	44	68.460396	J
5	1	4	1	1	2	570	333	246	35	73.771805	Paperless-ngx
2	1	5	0	0	0	491	468	226	33	-1	
3	1	5	1	0	0	491	468	226	33	-1	
4	1	5	1	1	0	491	468	226	33	-1	
5	1	5	1	1	1	491	468	35	33	82.616150	(}
5	1	5	1	1	2	549	469	168	26	96.317108	Dashboard
2	1	6	0	0	0	549	559	185	25	-1	
3	1	6	1	0	0	494	552	240	38	-1	
4	1	6	1	1	0	549	559	185	25	-1	
5	1	6	1	1	1	549	559	185	25	96.208572	Documents
2	1	7	0	0	0	492	776	321	725	-1	
3	1	7	1	0	0	492	776	321	725	-1	
4	1	7	1	1	0	492	776	121	21	-1	
5	1	7	1	1	1	492	776	121	21	96.551743	MANAGE
4	1	7	1	2	0	548	855	253	31	-1	
5	1	7	1	2	1	548	855	253	31	96.473656	Correspondents
4	1	7	1	3	0	548	944	72	31	-1	
5	1	7	1	3	1	548	944	72	31	96.839256	Tags
4	1	7	1	4	0	549	1033	264	30	-1	
5	1	7	1	4	1	549	1033	160	24	96.335808	Document
5	1	7	1	4	2	720	1033	93	30	96.765564	Types
4	1	7	1	5	0	548	1121	220	31	-1	
5	1	7	1	5	1	548	1122	122	30	96.497398	Storage
5	1	7	1	5	2	683	1121	85	25	96.497398	Paths
4	1	7	1	6	0	548	1209	223	26	-1	
5	1	7	1	6	1	548	1210	119	25	96.145622	Custom
5	1	7	1	6	2	681	1209	90	26	96.145622	Fields
4	1	7	1	7	0	548	1298	197	26	-1	
5	1	7	1	7	1	548	1298	93	26	95.996696	Saved
5	1	7	1	7	2	654	1298	91	26	96.579353	Views
4	1	7	1	8	0	548	1387	163	26	-1	
5	1	7	1	8	1	548	1387	163	26	96.618729	Workflows
4	1	7	1	9	0	549	1476	60	25	-1	
5	1	7	1	9	1	549	1476	60	25	96.210457	Mail
2	1	8	0	0	0	548	1565	85	25	-1	
3	1	8	1	0	0	548	1565	85	25	-1	
4	1	8	1	1	0	548	1565	85	25	-1	
