level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	3600	2160	-1	
2	1	1	0	0	0	578	71	586	37	-1	
3	1	1	1	0	0	578	71	586	37	-1	
4	1	1	1	1	0	578	71	586	37	-1	
5	1	1	1	1	1	578	72	34	34	91.126717	@
5	1	1	1	1	2	645	67	31	45	12.334213	WA
5	1	1	1	1	3	706	71	311	37	80.526848	Documents
5	1	1	1	1	4	866	67	12	45	25.786610	-
5	1	1	1	1	5	885	71	132	37	25.786610	Paperless:
5	1	1	1	1	6	1068	80	19	18	60.943493	xX
5	1	1	1	1	7	1140	77	24	24	86.470131	+
2	1	2	0	0	0	478	142	2603	40	-1	
3	1	2	1	0	0	478	142	2603	40	-1	
4	1	2	1	1	0	478	142	2603	40	-1	
5	1	2	1	1	1	478	150	28	27	87.276863	€
5	1	2	1	1	2	627	149	28	29	68.969444	CG
5	1	2	1	1	3	693	144	28	42	88.736809	©
5	1	2	1	1	4	766	150	1052	32	68.553162	hittp://localhost:8000/documents?sort=created&reverse=1&page=1
5	1	2	1	1	5	2798	148	100	30	41.983368	crx
5	1	2	1	1	6	2947	142	38	38	28.539108	Oo
5	1	2	1	1	7	3044	145	37	37	86.292305	©
2	1	3	0	0	0	475	220	621	37	-1	
3	1	3	1	0	0	475	220	621	37	-1	
4	1	3	1	1	0	475	220	621	37	-1	
5	1	3	1	1	1	475	221	34	34	53.763981	oo
5	1	3	1	1	2	580	220	31	37	33.721603	W
5	1	3	1	1	3	631	226	128	26	81.445564	Paperless
5	1	3	1	1	4	771	227	58	21	81.445564	NGX
5	1	3	1	1	5	871	221	34	33	69.100479	@
5	1	3	1	1	6	924	226	128	26	95.748962	Paperless
5	1	3	1	1	7	1063	227	33	26	96.934456	Ag
2	1	4	0	0	0	490	324	1814	47	-1	
3	1	4	1	0	0	490	324	1814	47	-1	
4	1	4	1	1	0	490	324	1814	47	-1	
5	1	4	1	1	1	490	324	38	45	80.757370	J
5	1	4	1	1	2	570	328	246	43	91.720383	Paperless-ngx
5	1	4	1	1	3	1295	333	30	30	93.069931	@
5	1	4	1	1	4	1346	332	157	25	95.571960	Document
5	1	4	1	1	5	1515	331	73	26	95.571960	hand
5	1	4	1	1	6	1600	331	105	26	93.275871	written
5	1	4	1	1	7	1718	334	134	29	92.952042	note.png
5	1	4	1	1	8	1864	338	59	19	96.666817	was
5	1	4	1	1	9	1934	331	94	26	96.648674	added
5	1	4	1	1	10	2040	334	30	23	93.281830	to
5	1	4	1	1	11	2083	331	161	32	51.019665	Paperless-
2	1	5	0	0	0	491	389	2626	158	-1	
3	1	5	1	0	0	491	389	2627	156	-1	
4	1	5	1	1	0	1346	389	62	24	-1	
5	1	5	1	1	1	1346	389	62	24	84.358856	ngx.
4	1	5	1	2	0	491	448	2626	99	-1	
5	1	5	1	2	1	491	467	36	33	1.890869	C}
5	1	5	1	2	2	549	468	168	26	96.913307	Dashboard
5	1	5	1	2	3	896	448	20	23	23.517408	.
5	1	5	1	2	4	967	471	299	57	96.435638	Document
5	1	5	1	2	5	2343	473	74	70	64.212006	we]
5	1	5	1	2	6	2436	476	2	64	95.793655	|
5	1	5	1	2	7	2460	495	33	14	86.314804	=
5	1	5	1	2	8	2612	485	42	56	48.869442	Ss
5	1	5	1	2	9	2674	475	2	65	94.916298	|
5	1	5	1	2	10	2695	473	60	70	28.533234	[wt
5	1	5	1	2	11	2767	496	81	24	54.842537	sort~
5	1	5	1	2	12	2871	473	8	70	97.008995	|
5	1	5	1	2	13	2898	475	2	65	96.392380	|
5	1	5	1	2	14	2978	469	81	78	96.586624	Views
5	1	5	1	2	15	3078	502	1	18	53.491039	+
5	1	5	1	2	16	3104	473	13	70	95.505920	|
2	1	6	0	0	0	492	626	1723	170	-1	
3	1	6	1	0	0	492	626	2293	170	-1	
4	1	6	1	1	0	986	626	253	25	-1	
5	1	6	1	1	1	986	626	64	25	91.464859	Title
5	1	6	1	1	2	1063	626	21	25	91.464859	&
5	1	6	1	1	3	1095	628	116	23	93.202629	content
5	1	6	1	1	4	1221	633	18	9	27.769150	¥
4	1	6	1	2	0	1200	728	1015	47	-1	
5	1	6	1	2	1	1200	737	29	29	11.725044	&
5	1	6	1	2	2	1245	738	230	31	93.235123	Correspondent
5	1	6	1	2	3	1486	746	16	8	61.069988	¥
5	1	6	1	2	4	1567	728	33	47	16.062794	OG
5	1	6	1	2	5	1616	740	156	24	95.504578	Document
5	1	6	1	2	6	1783	741	67	29	92.582748	type
5	1	6	1	2	7	1861	746	17	8	58.254395	¥
5	1	6	1	2	8	1942	735	38	31	90.379524	@
5	1	6	1	2	9	1991	739	118	31	94.255196	Storage
5	1	6	1	2	10	2122	738	65	31	77.505470	path
5	1	6	1	2	11	2198	746	17	8	42.960251	v
4	1	6	1	3	0	492	775	121	21	-1	
5	1	6	1	3	1	492	775	121	21	96.497276	MANAGE
2	1	7	0	0	0	494	851	2599	34	-1	
3	1	7	1	0	0	494	829	2599	70	-1	
4	1	7	1	1	0	494	851	2599	34	-1	
5	1	7	1	1	1	494	852	29	29	91.860397	&
5	1	7	1	1	2	548	854	253	31	96.315857	Correspondents
5	1	7	1	1	3	965	852	45	25	96.927025	101
5	1	7	1	1	4	1025	851	170	25	96.467644	documents
5	1	7	1	1	5	2837	860	15	14	93.209969	«
5	1	7	1	1	6	2955	852	15	24	65.973412	2
5	1	7	1	1	7	3016	853	77	23	31.674070	3)»
2	1	8	0	0	0	2341	471	772	2	-1	
3	1	8	1	0	0	2341	471	772	2	-1	
4	1	8	1	1	0	2341	471	772	2	-1	
5	1	8	1	1	1	2341	471	772	2	95.000000	 
2	1	9	0	0	0	1865	543	1248	2	-1	
3	1	9	1	0	0	1865	543	1248	2	-1	
4	1	9	1	1	0	1865	543	1248	2	-1	
5	1	9	1	1	1	1865	543	1248	2	95.000000	 
2	1	10	0	0	0	549	558	185	25	-1	
3	1	10	1	0	0	494	551	240	39	-1	
4	1	10	1	1	0	549	558	185	25	-1	
5	1	10	1	1	1	549	558	185	25	96.194572	Documents
2	1	11	0	0	0	490	939	130	35	-1	
3	1	11	1	0	0	490	939	130	35	-1	
4	1	11	1	1	0	490	939	130	35	-1	
5	1	11	1	1	1	490	939	37	35	52.326542	©
5	1	11	1	1	2	548	943	72	31	96.480301	Tags
2	1	12	0	0	0	1570	1027	1463	14	-1	
3	1	12	1	0	0	1570	1027	1463	14	-1	
4	1	12	1	1	0	1570	1027	1463	14	-1	
5	1	12	1	1	1	1570	1027	37	11	0.000000	vrain
5	1	12	1	1	2	1613	1027	22	11	96.544556	Bin
5	1	12	1	1	3	1641	1027	77	11	87.742371	Installation
5	1	12	1	1	4	1724	1033	4	2	92.783112	-
5	1	12	1	1	5	1734	1027	40	11	93.249710	Brock
5	1	12	1	1	6	1780	1027	31	11	92.581604	48-ft
5	1	12	1	1	7	1817	1027	7	11	38.112503	fj
5	1	12	1	1	8	2122	1027	65	11	87.981857	Chemical
5	1	12	1	1	9	2193	1027	80	13	87.623734	Application
5	1	12	1	1	10	2279	1033	3	1	89.273010	-
5	1	12	1	1	11	2288	1027	83	14	91.944672	Pre-Emerge
5	1	12	1	1	12	2376	1027	33	11	96.968643	Corn
5	1	12	1	1	13	2416	1027	27	14	96.767563	May
5	1	12	1	1	14	2448	1027	31	11	49.809067	209%
5	1	12	1	1	15	2676	1027	65	11	73.516708	Chemical
5	1	12	1	1	16	2746	1027	80	13	93.251518	Application
5	1	12	1	1	17	2832	1033	3	1	92.443726	-
5	1	12	1	1	18	2841	1027	83	14	91.945114	Pre-Emerge
5	1	12	1	1	19	2929	1027	34	11	96.535660	Corn
5	1	12	1	1	20	2969	1027	27	14	96.961662	May
5	1	12	1	1	21	3002	1027	31	11	81.929382	202%
2	1	13	0	0	0	500	1031	2595	168	-1	
3	1	13	1	0	0	500	1031	2595	172	-1	
4	1	13	1	1	0	500	1031	2595	36	-1	
5	1	13	1	1	1	500	1031	20	26	93.287033	#
5	1	13	1	1	2	549	1032	160	24	96.429916	Document
5	1	13	1	1	3	720	1032	93	30	95.468224	Types
5	1	13	1	1	4	1836	1038	154	29	96.110870	equipment
5	1	13	1	1	5	2479	1050	63	16	96.098671	corn
5	1	13	1	1	6	3032	1050	63	16	96.214317	corn
4	1	13	1	2	0	2231	1152	864	47	-1	
5	1	13	1	2	1	2231	1152	1	5	0.000000	.
5	1	13	1	2	2	2682	1152	7	5	74.157303	:
5	1	13	1	2	3	2813	1163	282	36	91.805878	horob-family-farms
2	1	14	0	0	0	490	1116	841	47	-1	
3	1	14	1	0	0	490	1116	841	47	-1	
4	1	14	1	1	0	490	1116	841	47	-1	
5	1	14	1	1	1	490	1116	37	32	40.675018	(5
5	1	14	1	1	2	548	1121	122	30	94.216690	Storage
5	1	14	1	1	3	683	1120	85	25	96.475983	Paths
5	1	14	1	1	4	1068	1133	44	30	96.124496	May
5	1	14	1	1	5	1134	1136	11	18	54.979103	4
5	1	14	1	1	6	1160	1144	9	2	54.979103	-
5	1	14	1	1	7	1186	1133	45	19	93.457924	south
5	1	14	1	1	8	1253	1132	31	28	69.000687	hay
5	1	14	1	1	9	1306	1132	25	18	69.000687	lot
2	1	15	0	0	0	490	1194	862	45	-1	
3	1	15	1	0	0	490	1194	862	45	-1	
4	1	15	1	1	0	506	1194	846	21	-1	
5	1	15	1	1	1	506	1208	20	4	87.374977	=
5	1	15	1	1	2	699	1208	5	5	95.409874	i
5	1	15	1	1	3	1098	1197	11	18	80.754379	der
5	1	15	1	1	4	1167	1196	3	18	80.754379	slow
5	1	15	1	1	5	1218	1194	52	19	46.338089	lifting:
5	1	15	1	1	6	1337	1200	15	9	96.337158	again
4	1	15	1	2	0	490	1196	842	43	-1	
5	1	15	1	2	1	490	1205	36	34	61.270477	=
5	1	15	1	2	2	548	1209	119	25	96.496811	Custom
5	1	15	1	2	3	681	1209	90	25	95.963440	Fields
5	1	15	1	2	4	1069	1196	63	20	92.915283	loader
5	1	15	1	2	5	1156	1203	40	11	92.915283	slow
5	1	15	1	2	6	1271	1202	9	19	34.393318	1g
5	1	15	1	2	7	1300	1201	32	19	70.342903	aga
2	1	16	0	0	0	1063	1250	336	47	-1	
3	1	16	1	0	0	1063	1250	336	47	-1	
4	1	16	1	1	0	1063	1250	336	47	-1	
5	1	16	1	1	1	1063	1253	92	34	96.349968	check
5	1	16	1	1	2	1179	1252	134	45	71.298805	hydraulic
5	1	16	1	1	3	1337	1250	62	32	93.346016	hose
2	1	17	0	0	0	492	1296	892	64	-1	
3	1	17	1	0	0	492	1296	892	64	-1	
4	1	17	1	1	0	492	1296	253	29	-1	
5	1	17	1	1	1	492	1296	34	29	32.550209	[
5	1	17	1	1	2	548	1298	93	25	96.385002	Saved
5	1	17	1	1	3	653	1297	92	26	96.842926	Views
4	1	17	1	2	0	1066	1330	318	30	-1	
5	1	17	1	2	1	1066	1334	51	20	94.837860	small
5	1	17	1	2	2	1143	1340	40	20	94.837860	seep
5	1	17	1	2	3	1203	1339	43	12	95.166351	near
5	1	17	1	2	4	1267	1331	36	19	95.504524	left
5	1	17	1	2	5	1321	1330	63	28	96.763130	fitting
2	1	18	0	0	0	1569	1367	23	8	-1	
3	1	18	1	0	0	1569	1367	23	8	-1	
4	1	18	1	1	0	1569	1367	23	8	-1	
5	1	18	1	1	1	1569	1367	23	8	95.628929	Cost
2	1	19	0	0	0	490	1381	2577	71	-1	
3	1	19	1	0	0	490	1381	2577	71	-1	
4	1	19	1	1	0	490	1381	221	37	-1	
5	1	19	1	1	1	490	1381	38	37	70.236351	&
5	1	19	1	1	2	548	1386	163	26	96.358345	Workflows
4	1	19	1	2	0	977	1422	2090	30	-1	
5	1	19	1	2	1	977	1424	66	22	96.758675	hand
5	1	19	1	2	2	1055	1424	95	22	95.965691	written
5	1	19	1	2	3	1162	1426	60	20	95.965691	note
5	1	19	1	2	4	1530	1424	89	22	96.044098	Butler
5	1	19	1	2	5	1630	1423	155	29	93.136620	Machinery
5	1	19	1	2	6	1796	1435	10	5	93.136620	-
5	1	19	1	2	7	1819	1425	89	27	96.775650	Fargo:
5	1	19	1	2	8	1921	1424	72	23	96.940208	Grain
5	1	19	1	2	9	2083	1423	109	23	92.440475	Nutrien
5	1	19	1	2	10	2203	1425	37	27	96.044403	Ag
5	1	19	1	2	11	2252	1422	138	25	92.773788	Solutions
5	1	19	1	2	12	2402	1435	10	5	92.773788	-
5	1	19	1	2	13	2636	1423	110	23	91.839485	Nutrien
5	1	19	1	2	14	2756	1425	38	27	96.382607	Ag
5	1	19	1	2	15	2805	1423	139	24	92.891045	Solutions
5	1	19	1	2	16	2955	1435	10	5	93.239983	-
5	1	19	1	2	17	2978	1425	89	27	96.883751	Fargo:
2	1	20	0	0	0	490	1468	2533	126	-1	
3	1	20	1	0	0	490	1468	2533	126	-1	
4	1	20	1	1	0	490	1468	2533	35	-1	
5	1	20	1	1	1	490	1474	38	29	85.106598	&
5	1	20	1	1	2	549	1475	60	25	95.706200	Mail
5	1	20	1	1	3	1530	1469	41	23	96.991661	Bin
5	1	20	1	1	4	1584	1469	149	23	93.239464	Installation
5	1	20	1	1	5	1745	1482	10	3	93.178368	-
5	1	20	1	1	6	1768	1469	79	23	93.221031	Brock
5	1	20	1	1	7	1857	1469	71	23	93.013542	48-ft
5	1	20	1	1	8	1940	1469	40	23	96.382553	Bin
5	1	20	1	1	9	2083	1468	186	29	96.490097	Minneapolis:
5	1	20	1	1	10	2282	1469	127	23	96.737900	Chemical
5	1	20	1	1	11	2636	1469	127	23	96.719048	Chemical
5	1	20	1	1	12	2775	1469	155	28	92.669518	Application
5	1	20	1	1	13	2943	1482	10	3	92.570114	-
5	1	20	1	1	14	2966	1470	57	22	91.885139	Pre-
4	1	20	1	2	0	2082	1515	884	28	-1	
5	1	20	1	2	1	2082	1515	156	28	93.273819	Application
