level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	3600	2160	-1	
2	1	1	0	0	0	1208	434	1182	230	-1	
3	1	1	1	0	0	1208	434	1182	230	-1	
4	1	1	1	1	0	1208	434	1182	230	-1	
5	1	1	1	1	1	1208	434	232	230	46.448940	s
5	1	1	1	1	2	1484	517	673	92	91.642586	FULLSTACK
5	1	1	1	1	3	2179	495	211	114	96.961739	AG
2	1	2	0	0	0	1284	999	1032	167	-1	
3	1	2	1	0	0	1284	999	1032	167	-1	
4	1	2	1	1	0	1284	999	1032	167	-1	
5	1	2	1	1	1	1284	999	787	165	96.412544	Paperless
5	1	2	1	1	2	2113	1001	203	165	96.681801	Ag
2	1	3	0	0	0	900	1190	1802	71	-1	
3	1	3	1	0	0	900	1190	1802	71	-1	
4	1	3	1	1	0	900	1190	1802	71	-1	
5	1	3	1	1	1	900	1191	310	56	96.565819	Semantic
5	1	3	1	1	2	1236	1193	223	54	96.495377	search
5	1	3	1	1	3	1487	1193	119	54	96.606926	and
5	1	3	1	1	4	1635	1192	232	55	96.583107	Claude
5	1	3	1	1	5	1891	1193	161	54	96.464195	tools
5	1	3	1	1	6	2076	1190	93	57	96.706543	for
5	1	3	1	1	7	2196	1193	328	68	93.303848	Paperless
5	1	3	1	1	8	2553	1192	149	55	93.239449	NGX
