level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	3600	2160	-1	
2	1	1	0	0	0	496	39	2635	19	-1	
3	1	1	1	0	0	496	39	2635	19	-1	
4	1	1	1	1	0	496	39	2635	19	-1	
5	1	1	1	1	1	496	39	2635	19	95.000000	 
2	1	2	0	0	0	654	72	433	37	-1	
3	1	2	1	0	0	654	72	433	37	-1	
4	1	2	1	1	0	654	72	433	37	-1	
5	1	2	1	1	1	654	72	32	37	33.275356	W
5	1	2	1	1	2	706	79	150	21	92.299561	Documents
5	1	2	1	1	3	868	90	10	3	77.524734	-
5	1	2	1	1	4	890	78	127	27	77.524734	Paperless-
5	1	2	1	1	5	1069	81	18	18	38.640957	x
2	1	3	0	0	0	707	149	1111	33	-1	
3	1	3	1	0	0	707	149	1111	33	-1	
4	1	3	1	1	0	707	149	1111	33	-1	
5	1	3	1	1	1	707	149	31	31	63.961948	@
5	1	3	1	1	2	766	151	1052	31	81.849693	http://localhost:8000/documents?sort=created&reverse=1&page=1
2	1	4	0	0	0	490	326	326	44	-1	
3	1	4	1	0	0	490	326	326	44	-1	
4	1	4	1	1	0	490	326	326	44	-1	
5	1	4	1	1	1	490	326	38	44	71.114105	J
5	1	4	1	1	2	570	333	246	35	71.114105	Paperless-ngx
2	1	5	0	0	0	491	468	226	32	-1	
3	1	5	1	0	0	491	468	226	32	-1	
4	1	5	1	1	0	491	468	226	32	-1	
5	1	5	1	1	1	491	468	35	32	37.572678	(}
5	1	5	1	1	2	549	469	168	26	96.602898	Dashboard
2	1	6	0	0	0	549	559	185	24	-1	
3	1	6	1	0	0	494	552	240	38	-1	
4	1	6	1	1	0	549	559	185	24	-1	
5	1	6	1	1	1	549	559	185	24	96.083168	Documents
2	1	7	0	0	0	492	776	121	21	-1	
3	1	7	1	0	0	492	776	121	21	-1	
4	1	7	1	1	0	492	776	121	21	-1	
5	1	7	1	1	1	492	776	121	21	96.651512	MANAGE
2	1	8	0	0	0	548	855	265	646	-1	
3	1	8	1	0	0	548	855	253	120	-1	
4	1	8	1	1	0	548	855	253	31	-1	
5	1	8	1	1	1	548	855	253	31	96.196571	Correspondents
4	1	8	1	2	0	548	944	72	31	-1	
5	1	8	1	2	1	548	944	72	31	96.928429	Tags
3	1	8	2	0	0	548	1033	265	380	-1	
4	1	8	2	1	0	549	1033	264	30	-1	
5	1	8	2	1	1	549	1033	160	24	96.368469	Document
5	1	8	2	1	2	720	1033	93	30	96.424355	Types
4	1	8	2	2	0	548	1121	220	31	-1	
5	1	8	2	2	1	548	1122	122	30	96.305275	Storage
5	1	8	2	2	2	683	1121	85	25	96.305275	Paths
4	1	8	2	3	0	548	1209	223	26	-1	
5	1	8	2	3	1	548	1210	119	25	95.909035	Custom
5	1	8	2	3	2	681	1209	90	26	95.976288	Fields
4	1	8	2	4	0	548	1298	197	26	-1	
5	1	8	2	4	1	548	1298	93	26	96.347809	Saved
5	1	8	2	4	2	653	1298	92	26	96.346886	Views
4	1	8	2	5	0	548	1387	163	26	-1	
5	1	8	2	5	1	548	1387	163	26	96.441910	Workflows
3	1	8	3	0	0	549	1476	60	25	-1	
4	1	8	3	1	0	549	1476	60	25	-1	
5	1	8	3	1	1	549	1476	60	25	96.419762	Mail
2	1	9	0	0	0	548	1565	85	25	-1	
3	1	9	1	0	0	548	1565	85	25	-1	
4	1	9	1	1	0	548	1565	85	25	-1	
5	1	9	1	1	1	548	1565	85	25	96.493675	Trash
2	1	10	0	0	0	490	1716	271	198	-1	
3	1	10	1	0	0	490	1716	271	198	-1	
4	1	10	1	1	0	491	1716	245	21	-1	
5	1	10	1	1	1	491	1716	245	21	96.475922	ADMINISTRATION
4	1	10	1	2	0	490	1788	187	39	-1	
5	1	10	1	2	1	490	1788	38	39	34.667068	&}
5	1	10	1	2	2	548	1794	129	31	96.880920	Settings
4	1	10	1	3	0	490	1880	271	34	-1	
