level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	3600	2160	-1	
2	1	1	0	0	0	490	48	2620	7	-1	
3	1	1	1	0	0	490	48	2620	7	-1	
4	1	1	1	1	0	490	48	2620	7	-1	
5	1	1	1	1	1	490	48	2620	7	95.000000	 
2	1	2	0	0	0	468	70	2591	120	-1	
3	1	2	1	0	0	472	70	2587	115	-1	
4	1	2	1	1	0	572	70	1540	46	-1	
5	1	2	1	1	1	572	76	33	33	87.104614	@
5	1	2	1	1	2	643	70	42	46	52.271126	fy
5	1	2	1	1	3	698	77	168	34	91.919884	DigitalOcean
5	1	2	1	1	4	1119	70	42	46	66.750763	f)
5	1	2	1	1	5	1177	81	215	26	91.835526	paperless-video
5	1	2	1	1	6	1404	93	9	2	90.943092	-
5	1	2	1	1	7	1426	81	112	26	89.445717	DigitalOc
5	1	2	1	1	8	1605	71	37	44	2.651157	v4
5	1	2	1	1	9	1657	82	150	20	91.831779	Documents
5	1	2	1	1	10	1818	92	10	3	88.823174	-
5	1	2	1	1	11	1840	81	126	26	88.350220	Paperless-
5	1	2	1	1	12	2017	84	19	18	85.825729	X
5	1	2	1	1	13	2089	81	23	23	96.713280	+
4	1	2	1	2	0	468	145	2591	45	-1	
5	1	2	1	2	1	468	149	32	41	33.436760	<<
5	1	2	1	2	2	619	152	29	29	37.042217	CG
5	1	2	1	2	3	686	144	27	45	87.554016	A
5	1	2	1	2	4	753	154	172	25	90.908051	NotSecure
5	1	2	1	2	5	946	148	3	37	92.469261	|
5	1	2	1	2	6	973	154	1046	30	86.174400	http://174.138.57.126/documents?sort=created&reverse=1&page=1
5	1	2	1	2	7	2846	151	31	29	73.481850	*x
5	1	2	1	2	8	3022	148	37	37	93.076561	©
2	1	3	0	0	0	569	219	517	44	-1	
3	1	3	1	0	0	569	219	517	44	-1	
4	1	3	1	1	0	569	219	517	44	-1	
5	1	3	1	1	1	569	219	35	44	2.387009	ry
5	1	3	1	1	2	624	229	127	26	92.895966	Paperless
5	1	3	1	1	3	763	229	58	21	92.895966	NGX
5	1	3	1	1	4	863	224	33	33	55.696533	@
5	1	3	1	1	5	915	229	127	26	96.460358	Paperless
5	1	3	1	1	6	1053	230	33	25	96.957268	Ag
2	1	4	0	0	0	484	316	2639	60	-1	
3	1	4	1	0	0	484	316	2639	60	-1	
4	1	4	1	1	0	484	316	2639	60	-1	
5	1	4	1	1	1	484	326	38	44	68.628815	J
5	1	4	1	1	2	563	334	245	35	71.895271	Paperless-ngx
5	1	4	1	1	3	2807	316	57	60	59.994698	an
5	1	4	1	1	4	2907	328	49	48	86.890068	@
5	1	4	1	1	5	2985	337	91	25	90.833054	admin
5	1	4	1	1	6	3104	345	19	11	69.262390	~
2	1	5	0	0	0	485	468	2587	78	-1	
3	1	5	1	0	0	485	468	2587	78	-1	
4	1	5	1	1	0	485	468	2587	78	-1	
5	1	5	1	1	1	485	468	35	32	60.741135	©)
5	1	5	1	1	2	543	469	167	26	86.308029	Dashboard
5	1	5	1	1	3	958	472	329	61	95.917389	Documents
5	1	5	1	1	4	1723	496	102	25	96.424690	Select:
5	1	5	1	1	5	1845	486	16	46	93.039337	|
5	1	5	1	1	6	1875	490	26	38	23.620338	()
5	1	5	1	1	7	1918	497	73	30	95.490982	Page
5	1	5	1	1	8	2002	486	20	46	87.443077	|
5	1	5	1	1	9	2038	501	28	15	93.113380	~
5	1	5	1	1	10	2081	496	35	25	94.896309	All
5	1	5	1	1	11	2217	489	45	41	34.104134	[=]
5	1	5	1	1	12	2275	496	69	25	86.553139	Show
5	1	5	1	1	13	2357	489	11	41	36.290390	y
5	1	5	1	1	14	2384	503	1	9	94.978043	|
5	1	5	1	1	15	2411	489	15	41	91.479935	|
5	1	5	1	1	16	2442	496	32	23	33.727665	:=
5	1	5	1	1	17	2496	472	82	74	84.345039	El
5	1	5	1	1	18	2597	495	38	28	87.940727	=
5	1	5	1	1	19	2638	489	18	42	91.336960	|
5	1	5	1	1	20	2670	489	14	42	91.336960	|
5	1	5	1	1	21	2697	493	37	32	49.058403	Jt
5	1	5	1	1	22	2746	496	89	25	83.365784	Sortv
5	1	5	1	1	23	2957	496	82	25	91.632034	Views
5	1	5	1	1	24	3056	503	16	9	82.372635	¥
2	1	6	0	0	0	542	559	184	24	-1	
3	1	6	1	0	0	488	552	238	38	-1	
4	1	6	1	1	0	542	559	184	24	-1	
5	1	6	1	1	1	542	559	184	24	96.118347	Documents
2	1	7	0	0	0	1851	470	1240	6	-1	
3	1	7	1	0	0	1851	470	1240	6	-1	
4	1	7	1	1	0	1851	470	1240	6	-1	
5	1	7	1	1	1	1851	470	1240	6	95.000000	 
2	1	8	0	0	0	1873	491	2	36	-1	
3	1	8	1	0	0	1873	491	2	36	-1	
4	1	8	1	1	0	1873	491	2	36	-1	
5	1	8	1	1	1	1873	491	2	36	95.000000	 
2	1	9	0	0	0	2219	495	2	28	-1	
3	1	9	1	0	0	2219	495	2	28	-1	
4	1	9	1	1	0	2219	495	2	28	-1	
5	1	9	1	1	1	2219	495	2	28	95.000000	 
2	1	10	0	0	0	977	620	295	39	-1	
3	1	10	1	0	0	977	620	295	39	-1	
4	1	10	1	1	0	977	620	295	39	-1	
5	1	10	1	1	1	977	626	64	25	93.268761	Title
5	1	10	1	1	2	1053	627	21	24	56.543182	&
5	1	10	1	1	3	1085	628	142	23	48.103104	content
5	1	10	1	1	4	1269	620	3	39	69.621613	|
2	1	11	0	0	0	486	732	2256	63	-1	
3	1	11	1	0	0	486	732	2256	63	-1	
4	1	11	1	1	0	977	732	1765	38	-1	
5	1	11	1	1	1	977	734	32	32	59.976868	®
5	1	11	1	1	2	1024	739	98	30	25.684471	Tags
5	1	11	1	1	3	1190	737	28	28	90.152786	&
5	1	11	1	1	4	1234	738	228	31	93.235977	Correspondent
5	1	11	1	1	5	1473	745	17	9	50.856396	v
5	1	11	1	1	6	1558	732	29	38	66.166199	B
5	1	11	1	1	7	1603	739	155	24	96.503754	Document
5	1	11	1	1	8	1769	740	66	29	92.566765	type
5	1	11	1	1	9	1846	745	18	9	0.000000	»
5	1	11	1	1	10	1927	734	37	31	84.829857	@
5	1	11	1	1	11	1976	739	117	30	95.264450	Storage
5	1	11	1	1	12	2106	738	64	31	5.224648	path
5	1	11	1	1	13	2262	737	33	33	44.002834	gg
5	1	11	1	1	14	2307	739	85	24	63.170761	Dates
5	1	11	1	1	15	2488	736	31	34	0.000000	4
5	1	11	1	1	16	2533	738	182	25	93.232986	Permissions
5	1	11	1	1	17	2725	745	17	9	41.511986	¥
4	1	11	1	2	0	486	774	120	21	-1	
5	1	11	1	2	1	486	774	120	21	96.683907	MANAGE
2	1	12	0	0	0	488	850	2583	33	-1	
3	1	12	1	0	0	488	828	2583	70	-1	
4	1	12	1	1	0	488	850	2583	33	-1	
