level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	3600	2160	-1	
2	1	1	0	0	0	578	71	586	37	-1	
3	1	1	1	0	0	578	71	586	37	-1	
4	1	1	1	1	0	578	71	586	37	-1	
5	1	1	1	1	1	578	72	34	34	91.481026	@
5	1	1	1	1	2	645	67	27	45	23.406534	WJ
5	1	1	1	1	3	706	71	311	37	80.445007	Documents
5	1	1	1	1	4	866	67	12	45	25.240231	-
5	1	1	1	1	5	885	71	132	37	25.240231	Paperless:
5	1	1	1	1	6	1068	80	19	18	66.898209	xX
5	1	1	1	1	7	1140	77	24	24	88.036781	+
2	1	2	0	0	0	478	148	1340	33	-1	
3	1	2	1	0	0	478	148	1340	33	-1	
4	1	2	1	1	0	478	148	1340	33	-1	
5	1	2	1	1	1	478	150	28	27	89.760597	€
5	1	2	1	1	2	627	149	28	29	67.896568	GC
5	1	2	1	1	3	693	144	28	42	81.699837	©
5	1	2	1	1	4	766	150	1052	31	63.335007	hitp://localhost:8000/documents?sort=created&reverse=1&page=1
2	1	3	0	0	0	475	220	354	37	-1	
3	1	3	1	0	0	475	220	354	37	-1	
4	1	3	1	1	0	475	220	354	37	-1	
5	1	3	1	1	1	475	221	34	34	72.159424	oo
5	1	3	1	1	2	580	220	31	37	42.926079	@
5	1	3	1	1	3	631	226	128	26	93.167320	Paperless
5	1	3	1	1	4	771	227	58	21	93.167320	NGX
2	1	4	0	0	0	490	324	326	45	-1	
3	1	4	1	0	0	490	324	326	45	-1	
4	1	4	1	1	0	490	324	326	45	-1	
5	1	4	1	1	1	490	324	38	45	70.795349	J
5	1	4	1	1	2	570	332	246	35	78.532890	Paperless-ngx
2	1	5	0	0	0	491	467	226	33	-1	
3	1	5	1	0	0	491	467	226	33	-1	
4	1	5	1	1	0	491	467	226	33	-1	
5	1	5	1	1	1	491	467	36	33	81.632233	(}
5	1	5	1	1	2	549	468	168	26	96.580330	Dashboard
2	1	6	0	0	0	549	558	185	25	-1	
3	1	6	1	0	0	494	551	240	39	-1	
4	1	6	1	1	0	549	558	185	25	-1	
5	1	6	1	1	1	549	558	185	25	96.619202	Documents
2	1	7	0	0	0	490	775	323	643	-1	
3	1	7	1	0	0	492	775	121	21	-1	
4	1	7	1	1	0	492	775	121	21	-1	
5	1	7	1	1	1	492	775	121	21	96.346123	MANAGE
3	1	7	2	0	0	490	852	311	122	-1	
4	1	7	2	1	0	494	852	307	33	-1	
5	1	7	2	1	1	494	852	29	29	92.166718	&
5	1	7	2	1	2	548	854	253	31	96.332695	Correspondents
4	1	7	2	2	0	490	939	130	35	-1	
5	1	7	2	2	1	490	939	37	35	71.490837	©
5	1	7	2	2	2	548	943	72	31	96.833687	Tags
3	1	7	3	0	0	490	1031	323	294	-1	
4	1	7	3	1	0	500	1031	313	31	-1	
5	1	7	3	1	1	500	1031	20	26	93.259964	#
5	1	7	3	1	2	549	1032	160	24	96.576523	Document
5	1	7	3	1	3	720	1032	93	30	96.381851	Types
4	1	7	3	2	0	490	1116	278	35	-1	
5	1	7	3	2	1	490	1116	37	32	46.230911	(0
5	1	7	3	2	2	548	1121	122	30	87.033768	Storage
5	1	7	3	2	3	683	1120	85	25	96.016838	Paths
4	1	7	3	3	0	490	1205	281	34	-1	
5	1	7	3	3	1	490	1205	36	34	63.241772	8=
5	1	7	3	3	2	548	1209	119	25	96.829865	Custom
5	1	7	3	3	3	681	1208	90	26	96.615807	Fields
4	1	7	3	4	0	492	1296	253	29	-1	
5	1	7	3	4	1	492	1296	34	29	0.000000	(5
5	1	7	3	4	2	548	1297	93	26	96.143036	Saved
5	1	7	3	4	3	653	1297	92	26	95.811180	Views
3	1	7	4	0	0	490	1381	221	37	-1	
4	1	7	4	1	0	490	1381	221	37	-1	
5	1	7	4	1	1	490	1381	38	37	71.668953	&
5	1	7	4	1	2	548	1386	163	26	96.417099	Workflows
2	1	8	0	0	0	490	1474	119	29	-1	
3	1	8	1	0	0	490	1474	119	29	-1	
4	1	8	1	1	0	490	1474	119	29	-1	
5	1	8	1	1	1	490	1474	38	29	87.276421	&
5	1	8	1	1	2	549	1475	60	25	96.196068	Mail
2	1	9	0	0	0	493	1558	140	36	-1	
3	1	9	1	0	0	493	1558	140	36	-1	
4	1	9	1	1	0	493	1558	140	36	-1	
5	1	9	1	1	1	493	1558	31	36	92.397568	W
5	1	9	1	1	2	548	1564	85	25	96.510208	Trash
2	1	10	0	0	0	490	1715	271	198	-1	
3	1	10	1	0	0	490	1715	271	198	-1	
4	1	10	1	1	0	491	1715	245	21	-1	
5	1	10	1	1	1	491	1715	245	21	96.708427	ADMINISTRATION
4	1	10	1	2	0	490	1787	187	39	-1	
5	1	10	1	2	1	490	1787	38	39	46.664452	}
5	1	10	1	2	2	548	1793	129	31	96.470856	Settings
4	1	10	1	3	0	490	1879	271	34	-1	
5	1	10	1	3	1	490	1879	37	32	38.889885	17!
5	1	10	1	3	2	548	1882	213	31	92.081657	Configuration
2	1	11	0	0	0	490	1969	304	33	-1	
3	1	11	1	0	0	490	1969	304	33	-1	
4	1	11	1	1	0	490	1969	304	33	-1	
5	1	11	1	1	1	490	1969	38	29	81.096191	8&
5	1	11	1	1	2	549	1972	88	24	92.477058	Users
5	1	11	1	1	3	649	1972	22	24	92.477058	&
5	1	11	1	1	4	682	1971	112	31	96.773651	Groups
2	1	12	0	0	0	871	221	225	33	-1	
3	1	12	1	0	0	871	221	225	33	-1	
4	1	12	1	1	0	871	221	225	33	-1	
5	1	12	1	1	1	871	221	34	33	92.085304	@
5	1	12	1	1	2	924	226	128	26	95.880844	Paperless
5	1	12	1	1	3	1063	227	33	26	96.934242	Ag
2	1	13	0	0	0	986	476	1229	145	-1	
3	1	13	1	0	0	965	476	1820	163	-1	
4	1	13	1	1	0	986	476	253	25	-1	
5	1	13	1	1	1	986	476	64	25	92.945717	Title
5	1	13	1	1	2	1063	476	21	25	91.895119	&
5	1	13	1	1	3	1095	478	116	23	93.202087	content
5	1	13	1	1	4	1221	483	18	9	28.927927	¥
4	1	13	1	2	0	1200	582	1015	39	-1	
5	1	13	1	2	1	1200	587	29	29	69.789970	&
5	1	13	1	2	2	1245	588	230	32	92.957817	Correspondent
5	1	13	1	2	3	1486	596	16	8	42.241989	v
5	1	13	1	2	4	1571	582	29	39	30.083065	O
5	1	13	1	2	5	1616	590	156	24	96.698334	Document
5	1	13	1	2	6	1783	591	67	28	93.260735	type
5	1	13	1	2	7	1861	596	17	8	24.481239	¥
5	1	13	1	2	8	1942	585	38	31	90.497734	@
5	1	13	1	2	9	1991	589	118	31	92.223534	Storage
5	1	13	1	2	10	2122	588	65	31	0.000000	path
2	1	14	0	0	0	976	812	433	120	-1	
3	1	14	1	0	0	976	812	433	120	-1	
4	1	14	1	1	0	976	812	404	29	-1	
5	1	14	1	1	1	976	812	95	29	96.405937	Cargill
5	1	14	1	1	2	1082	812	78	24	93.273026	Grain
5	1	14	1	1	3	1172	825	10	4	92.570465	-
5	1	14	1	1	4	1194	812	186	29	96.276886	Minneapolis:
4	1	14	1	2	0	977	858	432	29	-1	
5	1	14	1	2	1	977	858	71	23	96.265419	Grain
5	1	14	1	2	2	1061	858	111	29	96.265419	Delivery
5	1	14	1	2	3	1184	858	103	28	93.262032	Receipt
5	1	14	1	2	4	1299	871	10	3	92.145844	-
5	1	14	1	2	5	1321	859	65	22	93.138397	Corn
5	1	14	1	2	6	1398	871	11	3	93.138397	-
4	1	14	1	3	0	977	904	425	28	-1	
5	1	14	1	3	1	977	904	85	28	96.511215	Cargill
5	1	14	1	3	2	1076	904	165	28	93.100861	Minneapolis
5	1	14	1	3	3	1253	917	10	2	93.026657	-
5	1	14	1	3	4	1276	904	43	23	96.127151	Fall
5	1	14	1	3	5	1332	905	70	22	96.493195	2024
2	1	15	0	0	0	975	982	238	146	-1	
3	1	15	1	0	0	975	982	238	146	-1	
4	1	15	1	1	0	979	982	234	33	-1	
5	1	15	1	1	1	979	982	24	33	24.016384	()
5	1	15	1	1	2	1029	986	70	23	96.947121	Grain
5	1	15	1	1	3	1112	986	101	27	96.865440	Receipt
4	1	15	1	2	0	975	1039	234	33	-1	
5	1	15	1	2	1	975	1039	33	33	4.152317	(]
5	1	15	1	2	2	1029	1042	47	22	96.217270	Oct
5	1	15	1	2	3	1088	1042	39	27	95.842766	28,
5	1	15	1	2	4	1140	1042	69	22	95.321045	2024
4	1	15	1	3	0	979	1095	157	33	-1	
5	1	15	1	3	1	979	1095	25	33	29.322348	()
5	1	15	1	3	2	1030	1098	13	22	86.839714	2
5	1	15	1	3	3	1056	1104	80	21	86.839714	pages
2	1	16	0	0	0	1004	1047	4	75	-1	
3	1	16	1	0	0	1004	1047	4	75	-1	
4	1	16	1	1	0	1004	1047	4	75	-1	
5	1	16	1	1	1	1004	1047	4	75	95.000000	 
2	1	17	0	0	0	1530	813	420	119	-1	
3	1	17	1	0	0	1530	813	420	119	-1	
4	1	17	1	1	0	1530	813	402	28	-1	
5	1	17	1	1	1	1530	814	63	22	96.455231	CHS
5	1	17	1	1	2	1604	813	121	23	93.104805	Elevator
5	1	17	1	1	3	1736	825	10	4	93.097343	-
5	1	17	1	1	4	1758	814	90	27	96.723381	Fargo:
5	1	17	1	1	5	1860	813	72	23	96.841309	Grain
4	1	17	1	2	0	1530	858	420	29	-1	
5	1	17	1	2	1	1530	858	111	29	96.271996	Delivery
5	1	17	1	2	2	1654	858	103	28	93.260643	Receipt
5	1	17	1	2	3	1769	871	10	3	93.064919	-
5	1	17	1	2	4	1791	859	64	22	92.675644	Corn
5	1	17	1	2	5	1868	871	10	3	92.195580	-
5	1	17	1	2	6	1890	859	60	22	96.599022	CHS
4	1	17	1	3	0	1530	904	238	28	-1	
5	1	17	1	3	1	1530	905	76	27	93.279671	Fargo
5	1	17	1	3	2	1618	917	10	2	91.603676	-
5	1	17	1	3	3	1641	904	43	23	96.755219	Fall
5	1	17	1	3	4	1697	905	71	22	96.115013	2024
2	1	18	0	0	0	1528	982	238	146	-1	
3	1	18	1	0	0	1528	982	238	146	-1	
4	1	18	1	1	0	1532	982	234	33	-1	
5	1	18	1	1	1	1532	982	25	33	58.112335	()
5	1	18	1	1	2	1583	986	69	23	95.870598	Grain
5	1	18	1	1	3	1665	986	101	27	96.854713	Receipt
4	1	18	1	2	0	1528	1039	234	33	-1	
5	1	18	1	2	1	1528	1039	33	33	46.777908	C)
5	1	18	1	2	2	1583	1042	47	22	96.531006	Oct
5	1	18	1	2	3	1641	1042	39	26	96.418541	22,
5	1	18	1	2	4	1693	1042	69	22	96.400970	2024
4	1	18	1	3	0	1532	1095	138	33	-1	
5	1	18	1	3	1	1532	1095	25	33	23.221865	()
5	1	18	1	3	2	1583	1099	8	21	0.000000	1
5	1	18	1	3	3	1605	1104	65	21	0.000000	page
2	1	19	0	0	0	1557	1047	4	76	-1	
3	1	19	1	0	0	1557	1047	4	76	-1	
4	1	19	1	1	0	1557	1047	4	76	-1	
5	1	19	1	1	1	1557	1047	4	76	95.000000	 
2	1	20	0	0	0	2083	812	425	115	-1	
3	1	20	1	0	0	2083	812	425	115	-1	
4	1	20	1	1	0	2083	812	421	24	-1	
5	1	20	1	1	1	2083	814	42	22	93.090279	ND
5	1	20	1	1	2	2136	813	177	23	84.015816	Stockmen's
5	1	20	1	1	3	2323	812	181	24	96.172813	Association:
4	1	20	1	2	0	2083	858	425	28	-1	
5	1	20	1	2	1	2083	859	81	22	96.140419	Cattle
5	1	20	1	2	2	2176	859	57	22	96.575577	Sale
5	1	20	1	2	3	2245	858	104	28	93.270393	Receipt
5	1	20	1	2	4	2360	871	10	3	92.493217	-
5	1	20	1	2	5	2383	859	64	22	96.436287	Nerd
5	1	20	1	2	6	2460	859	48	22	96.840729	Out
4	1	20	1	3	0	2084	904	222	23	-1	
5	1	20	1	3	1	2084	904	83	23	96.795517	Ranch
5	1	20	1	3	2	2180	904	43	23	96.653236	Fall
5	1	20	1	3	3	2236	905	70	22	95.589989	2024
2	1	21	0	0	0	2081	982	238	143	-1	
3	1	21	1	0	0	2081	982	238	146	-1	
4	1	21	1	1	0	2085	982	234	33	-1	
5	1	21	1	1	1	2085	982	25	33	39.875801	()
5	1	21	1	1	2	2136	986	69	23	96.284805	Grain
5	1	21	1	1	3	2218	986	101	27	96.731155	Receipt
4	1	21	1	2	0	2081	1039	234	33	-1	
5	1	21	1	2	1	2081	1039	33	33	24.568710	()
5	1	21	1	2	2	2136	1042	47	22	96.631279	Oct
5	1	21	1	2	3	2194	1042	38	27	96.488480	22,
5	1	21	1	2	4	2246	1042	69	22	96.488480	2024
4	1	21	1	3	0	2136	1098	106	27	-1	
5	1	21	1	3	1	2136	1098	14	22	96.573013	2
5	1	21	1	3	2	2162	1104	80	21	96.258247	pages
2	1	22	0	0	0	2798	142	283	40	-1	
3	1	22	1	0	0	2798	142	283	40	-1	
4	1	22	1	1	0	2798	142	283	40	-1	
5	1	22	1	1	1	2798	142	283	40	44.706268	crx
5	1	22	1	1	2	2958	138	31	52	40.702484	oO
5	1	22	1	1	3	3040	138	45	52	78.399506	©
2	1	23	0	0	0	2635	813	419	114	-1	
3	1	23	1	0	0	2635	813	419	114	-1	
4	1	23	1	1	0	2635	813	372	28	-1	
5	1	23	1	1	1	2635	814	62	22	90.531967	AGP
5	1	23	1	1	2	2708	825	10	4	90.531967	-
5	1	23	1	1	3	2731	814	124	27	95.473030	Dawson,
5	1	23	1	1	4	2868	814	54	22	96.352707	MN:
5	1	23	1	1	5	2935	813	72	23	95.395279	Grain
4	1	23	1	2	0	2636	858	418	29	-1	
5	1	23	1	2	1	2636	858	112	29	96.886475	Delivery
5	1	23	1	2	2	2760	858	103	28	93.255043	Receipt
5	1	23	1	2	3	2875	871	10	3	93.255043	-
5	1	23	1	2	4	2897	859	135	28	93.264656	Soybeans
